epoch,train_loss,val_loss
1,0.03294458235190673,0.008837440051138401
2,0.0060533029154281725,0.004492814186960459
3,0.004067483944395049,0.0036808934528380632
4,0.0033770933048799636,0.00319016445428133
5,0.003064266822978177,0.0030656373128294945
6,0.0028471247864548456,0.0027758930809795856
7,0.0026755014730786737,0.002899962943047285
8,0.0026122668556953694,0.0026646319311112165
9,0.0025423312284560367,0.002511018654331565
10,0.0024475658058442855,0.002456757239997387
11,0.002391059631058438,0.0024570024106651545
12,0.002401841140817851,0.00242012576200068
13,0.002341481508814137,0.002411475172266364
14,0.002325214970518242,0.002312483498826623
15,0.002257087956902317,0.0022862583864480257
16,0.0022456074070016092,0.0022271780762821436
17,0.0022305792578580703,0.0022736683022230864
18,0.0021962687447243793,0.0022906039375811815
19,0.002161672971719368,0.0022186352871358395
20,0.0021559693723578344,0.0021641904022544622
21,0.002200876579577611,0.0021050050854682922
22,0.0021358241422355854,0.0022008579690009356
23,0.002111077473752878,0.00213781394995749
24,0.0020952408254908566,0.0021477064583450556
25,0.00210326068230312,0.0021604029461741447
26,0.0020910604285414923,0.002072565723210573
27,0.0020787773219953206,0.0020554973743855953
28,0.0020509984979236668,0.0020455634221434593
29,0.0020438910483128645,0.0020510521717369556
30,0.0020387447947128254,0.0020902028772979975
31,0.0020593921791508115,0.002036202000454068
32,0.0020604730911806903,0.002067484660074115
33,0.0020369493275542152,0.00204263417981565
34,0.0020700571296567265,0.0021256834734231234
35,0.002024303837044334,0.002051766263321042
36,0.0020022330308248374,0.0019860423635691404
37,0.002004205471497368,0.002044474007561803
38,0.0020063304374079135,0.0019661681726574898
39,0.0019975359763272785,0.002000032691285014
40,0.001989851533223621,0.002061710460111499
41,0.0019795495476997035,0.002000845270231366
42,0.002006343178535727,0.002066133776679635
43,0.0019736294348893517,0.0019474411383271217
44,0.00195632139432498,0.001989842625334859
45,0.0019588932416147804,0.0019377375720068812
46,0.0019863578871908514,0.0019148439168930054
47,0.0019371460657566786,0.001946370699442923
48,0.001948878439989957,0.0019664540886878967
49,0.0019213597353717143,0.0019205926219001412
50,0.001938116277398711,0.001923346659168601
51,0.0019388491097329693,0.0020371887367218733
52,0.001943974066737362,0.0019452308770269156
53,0.00196170368633995,0.0019514994928613305
54,0.0019676417017101566,0.001956479623913765
55,0.0019289473749019882,0.0019283152651041746
56,0.001931702613364905,0.001950188772752881
57,0.0019239849601448936,0.0019514638697728515
58,0.0019017214886844157,0.0019070813432335854
59,0.00190485022242435,0.0018863137811422348
60,0.0019193802907300943,0.001945788273587823
61,0.001892887440044433,0.0019089669222012162
62,0.0019000759327106856,0.001995717640966177
63,0.0019119622672654011,0.0018954728730022907
64,0.0019058450262739578,0.0019819026347249746
65,0.0018846799418414859,0.0020275290589779615
66,0.001899549511091953,0.0020488686859607697
67,0.001906909545968202,0.0019355047261342406
68,0.0019087900524027645,0.00198430591262877
69,0.0019010930629023775,0.0018801329424604774
70,0.0019112898132086478,0.0019787102937698364
71,0.0019219860498031433,0.0018720267107710242
72,0.0019076581165956502,0.001899867202155292
73,0.0018837709731253033,0.0018631541170179844
74,0.0018934171414002777,0.001937997993081808
75,0.0018773166822608222,0.0019081496866419911
76,0.0018785808785733852,0.0018813188653439283
77,0.001913460652047599,0.0018850790802389383
78,0.0018612487866035239,0.0018686915282160044
79,0.0018908154685050248,0.001855372334830463
80,0.0019223635825751856,0.0020620522554963827
81,0.0018846245958808472,0.001868051360361278
82,0.0018748463459566914,0.0018483562162145972
83,0.0018798359701494602,0.0018794462084770203
84,0.0018798470952209425,0.0018611950799822807
85,0.0018665099802257661,0.0019515306921675801
86,0.0019058160907165572,0.0018511543748900294
87,0.0019016004855405878,0.0019065174274146557
88,0.0018788567003370686,0.0018745842389762402
89,0.0018567730069414458,0.0018343463307246566
90,0.0018622035086578266,0.001909104292280972
91,0.0018763077720491724,0.0018471770454198122
92,0.0018603638735261152,0.0018299308139830828
93,0.00185300536157394,0.0018562087789177895
94,0.001868085425601087,0.00182541913818568
95,0.0018810349791734055,0.001860610325820744
96,0.0018454659095203335,0.001837000367231667
97,0.0018419127181087706,0.001876927213743329
98,0.0018680513127368283,0.0018679241184145212
99,0.0018561868917789648,0.0018462244188413024
100,0.0018613923266953365,0.0018174914875999093
